,record.id,best_hit_id,identity%,alignment_length,evalue,bitscore
7925,tr|A0A5C2GCI4|A0A5C2GCI4_HUMAN,bmy_22659T0,72.165,97,1.23e-45,143
7926,tr|A0A5C2GCI8|A0A5C2GCI8_HUMAN,bmy_18944T0,66.667,81,5.67e-35,115
7927,tr|A0A5C2GCJ1|A0A5C2GCJ1_HUMAN,bmy_18944T0,64.286,84,5.76e-36,118
7928,tr|A0A5C2GCJ2|A0A5C2GCJ2_HUMAN,bmy_18944T0,63.095,84,1.71e-34,114
7929,tr|A0A5C2GCJ4|A0A5C2GCJ4_HUMAN,bmy_21734T0,68.478,92,9.95e-38,129
7930,tr|A0A5C2GCJ5|A0A5C2GCJ5_HUMAN,bmy_18944T0,60.494,81,2.87e-29,101
7931,tr|A0A5C2GCJ8|A0A5C2GCJ8_HUMAN,bmy_18944T0,61.905,84,3.14e-34,114
7932,tr|A0A5C2GCJ9|A0A5C2GCJ9_HUMAN,bmy_18944T0,60.714,84,4.00e-35,116
7933,tr|A0A5C2GCK1|A0A5C2GCK1_HUMAN,bmy_18944T0,70.370,81,6.71e-38,123
7934,tr|A0A5C2GCK2|A0A5C2GCK2_HUMAN,bmy_18944T0,65.476,84,5.37e-35,115
7935,tr|A0A5C2GCK3|A0A5C2GCK3_HUMAN,bmy_09039T0,60.784,102,2.88e-36,122
7936,tr|A0A5C2GCK4|A0A5C2GCK4_HUMAN,bmy_09038T0,54.808,104,2.57e-35,118
7937,tr|A0A5C2GCK8|A0A5C2GCK8_HUMAN,bmy_21740T0,59.596,99,1.60e-35,126
7938,tr|A0A5C2GCL0|A0A5C2GCL0_HUMAN,bmy_09038T0,77.143,105,1.01e-53,164
7939,tr|A0A5C2GCL1|A0A5C2GCL1_HUMAN,bmy_21734T0,71.429,98,1.99e-41,138
7940,tr|A0A5C2GCL2|A0A5C2GCL2_HUMAN,bmy_18944T0,61.905,84,1.13e-32,109
7941,tr|A0A5C2GCL3|A0A5C2GCL3_HUMAN,bmy_18944T0,64.835,91,9.00e-37,120
7942,tr|A0A5C2GCL5|A0A5C2GCL5_HUMAN,bmy_18944T0,70.370,81,1.68e-37,122
7943,tr|A0A5C2GCL9|A0A5C2GCL9_HUMAN,bmy_09038T0,60.784,102,6.29e-38,124
7944,tr|A0A5C2GCM1|A0A5C2GCM1_HUMAN,bmy_18944T0,64.286,84,2.04e-35,116
7945,tr|A0A5C2GCM2|A0A5C2GCM2_HUMAN,bmy_18944T0,63.095,84,1.08e-32,110
7946,tr|A0A5C2GCM3|A0A5C2GCM3_HUMAN,bmy_21734T0,69.565,92,2.80e-37,127
7947,tr|A0A5C2GCM6|A0A5C2GCM6_HUMAN,bmy_21734T0,70.408,98,1.09e-42,142
7948,tr|A0A5C2GCM7|A0A5C2GCM7_HUMAN,bmy_18944T0,66.667,84,5.53e-39,125
7949,tr|A0A5C2GCN1|A0A5C2GCN1_HUMAN,bmy_21734T0,69.565,92,1.17e-37,128
7950,tr|A0A5C2GCN3|A0A5C2GCN3_HUMAN,bmy_18944T0,61.728,81,4.31e-33,110
7951,tr|A0A5C2GCN5|A0A5C2GCN5_HUMAN,bmy_22731T0,65.217,92,1.00e-37,122
7952,tr|A0A5C2GCN6|A0A5C2GCN6_HUMAN,bmy_22731T0,75.258,97,1.50e-47,147
7953,tr|A0A5C2GCN7|A0A5C2GCN7_HUMAN,bmy_21734T0,69.388,98,1.43e-42,141
7954,tr|A0A5C2GCN9|A0A5C2GCN9_HUMAN,bmy_18944T0,80.233,86,3.72e-43,136
7955,tr|A0A5C2GCP3|A0A5C2GCP3_HUMAN,bmy_18944T0,77.907,86,9.87e-43,135
7956,tr|A0A5C2GCP4|A0A5C2GCP4_HUMAN,bmy_21734T0,57.143,91,9.11e-28,102
7957,tr|A0A5C2GCP6|A0A5C2GCP6_HUMAN,bmy_21734T0,68.478,92,4.82e-37,127
7958,tr|A0A5C2GCP7|A0A5C2GCP7_HUMAN,bmy_21734T0,65.686,102,2.07e-39,133
7959,tr|A0A5C2GCP9|A0A5C2GCP9_HUMAN,bmy_18944T0,80.233,86,1.75e-42,134
7960,tr|A0A5C2GCQ2|A0A5C2GCQ2_HUMAN,bmy_18944T0,65.476,84,2.58e-35,116
7961,tr|A0A5C2GCQ3|A0A5C2GCQ3_HUMAN,bmy_21734T0,63.043,92,8.62e-34,118
7962,tr|A0A5C2GCQ4|A0A5C2GCQ4_HUMAN,bmy_22731T0,69.892,93,2.74e-45,141
7963,tr|A0A5C2GCQ5|A0A5C2GCQ5_HUMAN,bmy_21734T0,67.647,102,8.22e-42,139
7964,tr|A0A5C2GCQ6|A0A5C2GCQ6_HUMAN,bmy_22661T0,84.694,98,4.75e-57,177
7965,tr|A0A5C2GCQ7|A0A5C2GCQ7_HUMAN,bmy_22731T0,69.892,93,3.35e-42,134
7966,tr|A0A5C2GCR0|A0A5C2GCR0_HUMAN,bmy_21734T0,60.377,106,1.87e-37,128
7967,tr|A0A5C2GCR2|A0A5C2GCR2_HUMAN,bmy_18944T0,77.647,85,7.24e-42,133
7968,tr|A0A5C2GCR4|A0A5C2GCR4_HUMAN,bmy_21740T0,60.870,92,1.95e-35,126
7969,tr|A0A5C2GCR6|A0A5C2GCR6_HUMAN,bmy_18944T0,76.471,85,7.26e-43,135
7970,tr|A0A5C2GCR8|A0A5C2GCR8_HUMAN,bmy_21740T0,73.469,98,1.82e-43,148
7971,tr|A0A5C2GCS1|A0A5C2GCS1_HUMAN,bmy_18944T0,76.744,86,2.97e-41,131
7972,tr|A0A5C2GCS2|A0A5C2GCS2_HUMAN,bmy_18944T0,64.286,84,1.07e-34,115
7973,tr|A0A5C2GCS4|A0A5C2GCS4_HUMAN,bmy_18944T0,76.744,86,6.78e-42,133
7974,tr|A0A5C2GCS5|A0A5C2GCS5_HUMAN,bmy_18944T0,62.963,81,3.48e-34,113
7975,tr|A0A5C2GCS6|A0A5C2GCS6_HUMAN,bmy_18944T0,65.476,84,3.19e-38,124
7976,tr|A0A5C2GCS9|A0A5C2GCS9_HUMAN,bmy_18944T0,61.176,85,2.80e-36,119
7977,tr|A0A5C2GCT0|A0A5C2GCT0_HUMAN,bmy_21734T0,68.750,96,2.29e-36,125
7978,tr|A0A5C2GCT1|A0A5C2GCT1_HUMAN,bmy_22671T0,69.892,93,1.37e-41,132
7979,tr|A0A5C2GCT2|A0A5C2GCT2_HUMAN,bmy_22731T0,72.043,93,4.24e-43,136
7980,tr|A0A5C2GCT3|A0A5C2GCT3_HUMAN,bmy_18944T0,70.370,81,2.41e-37,121
7981,tr|A0A5C2GCT4|A0A5C2GCT4_HUMAN,bmy_22661T0,45.455,110,1.35e-27,101
7982,tr|A0A5C2GCT8|A0A5C2GCT8_HUMAN,bmy_18944T0,69.048,84,3.24e-37,121
7983,tr|A0A5C2GCT9|A0A5C2GCT9_HUMAN,bmy_18944T0,74.118,85,2.21e-40,129
7984,tr|A0A5C2GCU0|A0A5C2GCU0_HUMAN,bmy_21734T0,65.385,104,5.02e-39,132
7985,tr|A0A5C2GCU1|A0A5C2GCU1_HUMAN,bmy_18944T0,80.233,86,5.15e-44,138
7986,tr|A0A5C2GCU2|A0A5C2GCU2_HUMAN,bmy_18944T0,66.667,81,6.06e-32,108
7987,tr|A0A5C2GCU4|A0A5C2GCU4_HUMAN,bmy_18944T0,78.824,85,1.02e-42,135
7988,tr|A0A5C2GCU6|A0A5C2GCU6_HUMAN,bmy_22659T0,52.577,97,1.93e-33,112
7989,tr|A0A5C2GCU9|A0A5C2GCU9_HUMAN,bmy_18944T0,70.370,81,1.03e-37,122
7990,tr|A0A5C2GCV0|A0A5C2GCV0_HUMAN,bmy_21734T0,60.870,92,7.97e-31,110
7991,tr|A0A5C2GCV2|A0A5C2GCV2_HUMAN,bmy_18944T0,64.286,84,1.97e-37,122
7992,tr|A0A5C2GCV5|A0A5C2GCV5_HUMAN,bmy_18944T0,64.835,91,8.05e-35,115
7993,tr|A0A5C2GCV7|A0A5C2GCV7_HUMAN,bmy_22731T0,65.934,91,1.06e-40,130
7994,tr|A0A5C2GCV9|A0A5C2GCV9_HUMAN,bmy_21734T0,68.478,92,2.59e-36,125
7995,tr|A0A5C2GCW0|A0A5C2GCW0_HUMAN,bmy_09038T0,79.000,100,9.73e-53,162
7996,tr|A0A5C2GCW3|A0A5C2GCW3_HUMAN,bmy_18944T0,85.882,85,7.66e-48,148
7997,tr|A0A5C2GCW4|A0A5C2GCW4_HUMAN,bmy_18944T0,65.476,84,1.85e-36,119
7998,tr|A0A5C2GCW6|A0A5C2GCW6_HUMAN,bmy_22731T0,66.304,92,2.44e-41,131
7999,tr|A0A5C2GCW9|A0A5C2GCW9_HUMAN,bmy_18944T0,65.476,84,6.57e-36,118
8000,tr|A0A5C2GCX0|A0A5C2GCX0_HUMAN,bmy_18944T0,66.667,81,5.25e-35,115
8001,tr|A0A5C2GCX1|A0A5C2GCX1_HUMAN,bmy_22659T0,49.485,97,1.71e-30,104
8002,tr|A0A5C2GCX2|A0A5C2GCX2_HUMAN,bmy_18944T0,66.667,81,2.06e-35,116
8003,tr|A0A5C2GCX3|A0A5C2GCX3_HUMAN,bmy_18944T0,63.095,84,9.52e-34,112
8004,tr|A0A5C2GCX8|A0A5C2GCX8_HUMAN,bmy_22731T0,78.495,93,7.31e-49,150
8005,tr|A0A5C2GCX9|A0A5C2GCX9_HUMAN,bmy_09039T0,71.569,102,3.49e-48,152
8006,tr|A0A5C2GCY1|A0A5C2GCY1_HUMAN,bmy_18944T0,76.744,86,3.67e-42,134
8007,tr|A0A5C2GCY3|A0A5C2GCY3_HUMAN,bmy_22671T0,68.817,93,9.80e-42,132
8008,tr|A0A5C2GCY4|A0A5C2GCY4_HUMAN,bmy_18944T0,82.558,86,2.17e-44,139
8009,tr|A0A5C2GCY5|A0A5C2GCY5_HUMAN,bmy_22661T0,49.533,107,2.77e-34,119
8010,tr|A0A5C2GCY6|A0A5C2GCY6_HUMAN,bmy_18944T0,60.714,84,2.69e-33,111
8011,tr|A0A5C2GCY7|A0A5C2GCY7_HUMAN,bmy_21401T0,63.366,101,6.65e-39,130
8012,tr|A0A5C2GCY8|A0A5C2GCY8_HUMAN,bmy_22671T0,70.968,93,3.84e-43,135
8013,tr|A0A5C2GCY9|A0A5C2GCY9_HUMAN,bmy_18944T0,61.905,84,1.03e-32,110
8014,tr|A0A5C2GCZ0|A0A5C2GCZ0_HUMAN,bmy_18944T0,73.256,86,1.52e-38,124
8015,tr|A0A5C2GCZ1|A0A5C2GCZ1_HUMAN,bmy_22661T0,51.515,99,2.02e-33,116
8016,tr|A0A5C2GCZ2|A0A5C2GCZ2_HUMAN,bmy_18944T0,71.605,81,1.64e-37,122
8017,tr|A0A5C2GCZ5|A0A5C2GCZ5_HUMAN,bmy_21734T0,68.478,92,4.80e-36,124
8018,tr|A0A5C2GCZ6|A0A5C2GCZ6_HUMAN,bmy_18944T0,65.854,82,2.25e-34,114
8019,tr|A0A5C2GCZ8|A0A5C2GCZ8_HUMAN,bmy_18944T0,75.581,86,2.10e-40,129
8020,tr|A0A5C2GD01|A0A5C2GD01_HUMAN,bmy_18944T0,60.714,84,1.48e-34,114
8021,tr|A0A5C2GD03|A0A5C2GD03_HUMAN,bmy_22731T0,76.344,93,4.10e-47,146
8022,tr|A0A5C2GD04|A0A5C2GD04_HUMAN,bmy_22661T0,48.598,107,1.47e-33,117
8023,tr|A0A5C2GD05|A0A5C2GD05_HUMAN,bmy_18944T0,58.025,81,4.12e-28,98.2
8024,tr|A0A5C2GD06|A0A5C2GD06_HUMAN,bmy_09038T0,75.728,103,3.51e-52,160
8025,tr|A0A5C2GD07|A0A5C2GD07_HUMAN,bmy_22671T0,64.835,91,7.80e-39,125
8026,tr|A0A5C2GD10|A0A5C2GD10_HUMAN,bmy_09038T0,76.415,106,5.73e-52,160
8027,tr|A0A5C2GD11|A0A5C2GD11_HUMAN,bmy_18944T0,65.476,84,1.48e-36,119
8028,tr|A0A5C2GD12|A0A5C2GD12_HUMAN,bmy_22661T0,45.918,98,5.65e-27,100
8029,tr|A0A5C2GD14|A0A5C2GD14_HUMAN,bmy_22659T0,50.515,97,7.44e-31,105
8030,tr|A0A5C2GD15|A0A5C2GD15_HUMAN,bmy_21734T0,70.652,92,4.27e-40,135
8031,tr|A0A5C2GD16|A0A5C2GD16_HUMAN,bmy_21734T0,64.130,92,1.58e-33,117
8032,tr|A0A5C2GD17|A0A5C2GD17_HUMAN,bmy_18944T0,80.233,86,1.00e-43,137
8033,tr|A0A5C2GD19|A0A5C2GD19_HUMAN,bmy_21734T0,65.657,99,5.96e-39,132
8034,tr|A0A5C2GD22|A0A5C2GD22_HUMAN,bmy_18944T0,58.333,84,1.60e-31,107
8035,tr|A0A5C2GD24|A0A5C2GD24_HUMAN,bmy_21734T0,75.000,92,5.47e-42,140
8036,tr|A0A5C2GD26|A0A5C2GD26_HUMAN,bmy_21734T0,66.667,102,3.11e-38,130
8037,tr|A0A5C2GD28|A0A5C2GD28_HUMAN,bmy_18944T0,66.667,81,2.96e-36,119
8038,tr|A0A5C2GD29|A0A5C2GD29_HUMAN,bmy_09039T0,63.107,103,3.79e-38,127
8039,tr|A0A5C2GD33|A0A5C2GD33_HUMAN,bmy_18944T0,76.744,86,4.17e-42,134
8040,tr|A0A5C2GD34|A0A5C2GD34_HUMAN,bmy_22671T0,68.817,93,1.59e-40,129
8041,tr|A0A5C2GD35|A0A5C2GD35_HUMAN,bmy_22731T0,70.968,93,5.17e-43,135
8042,tr|A0A5C2GD37|A0A5C2GD37_HUMAN,bmy_18944T0,69.412,85,2.11e-38,124
8043,tr|A0A5C2GD38|A0A5C2GD38_HUMAN,bmy_22659T0,54.082,98,1.35e-34,115
8044,tr|A0A5C2GD40|A0A5C2GD40_HUMAN,bmy_18944T0,58.025,81,7.02e-30,102
8045,tr|A0A5C2GD42|A0A5C2GD42_HUMAN,bmy_21734T0,60.870,92,2.06e-33,117
8046,tr|A0A5C2GD43|A0A5C2GD43_HUMAN,bmy_18944T0,65.432,81,2.16e-33,111
8047,tr|A0A5C2GD45|A0A5C2GD45_HUMAN,bmy_18944T0,59.524,84,2.94e-33,111
8048,tr|A0A5C2GD47|A0A5C2GD47_HUMAN,bmy_21734T0,68.478,92,2.10e-34,120
8049,tr|A0A5C2GD49|A0A5C2GD49_HUMAN,bmy_18944T0,66.667,81,8.50e-35,115
8050,tr|A0A5C2GD51|A0A5C2GD51_HUMAN,bmy_21734T0,63.725,102,1.65e-34,120
8051,tr|A0A5C2GD53|A0A5C2GD53_HUMAN,bmy_22659T0,80.000,100,6.10e-53,161
8052,tr|A0A5C2GD56|A0A5C2GD56_HUMAN,bmy_18944T0,60.714,84,1.95e-32,109
8053,tr|A0A5C2GD57|A0A5C2GD57_HUMAN,bmy_21734T0,73.469,98,8.89e-45,147
8054,tr|A0A5C2GD58|A0A5C2GD58_HUMAN,bmy_21734T0,66.667,102,8.47e-41,137
8055,tr|A0A5C2GD59|A0A5C2GD59_HUMAN,bmy_21734T0,68.367,98,7.07e-39,132
8056,tr|A0A5C2GD61|A0A5C2GD61_HUMAN,bmy_21734T0,74.747,99,2.47e-45,148
8057,tr|A0A5C2GD63|A0A5C2GD63_HUMAN,bmy_21401T0,73.267,101,1.09e-45,147
8058,tr|A0A5C2GD65|A0A5C2GD65_HUMAN,bmy_18944T0,85.882,85,2.46e-48,149
8059,tr|A0A5C2GD66|A0A5C2GD66_HUMAN,bmy_21734T0,64.000,100,4.09e-37,127
8060,tr|A0A5C2GD67|A0A5C2GD67_HUMAN,bmy_18944T0,63.095,84,2.71e-34,114
8061,tr|A0A5C2GD68|A0A5C2GD68_HUMAN,bmy_09038T0,59.434,106,1.13e-37,124
8062,tr|A0A5C2GD71|A0A5C2GD71_HUMAN,bmy_18944T0,66.667,84,4.13e-37,121
8063,tr|A0A5C2GD73|A0A5C2GD73_HUMAN,bmy_18944T0,62.366,93,1.87e-33,112
8064,tr|A0A5C2GD74|A0A5C2GD74_HUMAN,bmy_22659T0,79.592,98,1.08e-51,158
8065,tr|A0A5C2GD76|A0A5C2GD76_HUMAN,bmy_18944T0,79.070,86,1.97e-42,134
8066,tr|A0A5C2GD77|A0A5C2GD77_HUMAN,bmy_18944T0,69.136,81,3.35e-35,116
8067,tr|A0A5C2GD79|A0A5C2GD79_HUMAN,bmy_22659T0,45.361,97,2.85e-28,99.4
8068,tr|A0A5C2GD81|A0A5C2GD81_HUMAN,bmy_18944T0,77.647,85,2.15e-43,136
8069,tr|A0A5C2GD82|A0A5C2GD82_HUMAN,bmy_21734T0,72.826,92,5.65e-42,139
8070,tr|A0A5C2GD84|A0A5C2GD84_HUMAN,bmy_18944T0,68.235,85,4.71e-36,118
8071,tr|A0A5C2GD85|A0A5C2GD85_HUMAN,bmy_21740T0,60.000,95,3.77e-33,120
8072,tr|A0A5C2GD87|A0A5C2GD87_HUMAN,bmy_22659T0,50.000,96,5.49e-30,103
8073,tr|A0A5C2GD88|A0A5C2GD88_HUMAN,bmy_18944T0,67.033,91,1.37e-37,122
8074,tr|A0A5C2GD91|A0A5C2GD91_HUMAN,bmy_18944T0,75.294,85,7.22e-41,130
8075,tr|A0A5C2GD92|A0A5C2GD92_HUMAN,bmy_18944T0,62.963,81,2.48e-32,108
8076,tr|A0A5C2GD94|A0A5C2GD94_HUMAN,bmy_22731T0,73.118,93,1.43e-44,140
8077,tr|A0A5C2GD95|A0A5C2GD95_HUMAN,bmy_21734T0,68.627,102,7.70e-43,142
8078,tr|A0A5C2GD96|A0A5C2GD96_HUMAN,bmy_18944T0,67.901,81,1.27e-36,119
8079,tr|A0A5C2GD97|A0A5C2GD97_HUMAN,bmy_18944T0,70.930,86,1.59e-37,122
8080,tr|A0A5C2GD98|A0A5C2GD98_HUMAN,bmy_18944T0,85.882,85,2.63e-48,149
8081,tr|A0A5C2GD99|A0A5C2GD99_HUMAN,bmy_18944T0,70.588,85,8.82e-39,125
8082,tr|A0A5C2GDA3|A0A5C2GDA3_HUMAN,bmy_18944T0,55.556,81,5.66e-27,95.5
8083,tr|A0A5C2GDA6|A0A5C2GDA6_HUMAN,bmy_18944T0,64.198,81,3.58e-33,111
8084,tr|A0A5C2GDA7|A0A5C2GDA7_HUMAN,bmy_18944T0,67.901,81,2.48e-36,119
8085,tr|A0A5C2GDA8|A0A5C2GDA8_HUMAN,bmy_18944T0,67.857,84,1.35e-36,119
8086,tr|A0A5C2GDA9|A0A5C2GDA9_HUMAN,bmy_22659T0,45.361,97,1.80e-28,99.8
8087,tr|A0A5C2GDB1|A0A5C2GDB1_HUMAN,bmy_18944T0,64.286,84,7.66e-36,117
8088,tr|A0A5C2GDB3|A0A5C2GDB3_HUMAN,bmy_22659T0,52.041,98,3.36e-32,109
8089,tr|A0A5C2GDB5|A0A5C2GDB5_HUMAN,bmy_22659T0,52.041,98,2.36e-31,107
8090,tr|A0A5C2GDB6|A0A5C2GDB6_HUMAN,bmy_18944T0,78.824,85,6.78e-45,140
8091,tr|A0A5C2GDB7|A0A5C2GDB7_HUMAN,bmy_18944T0,65.882,85,3.42e-39,126
8092,tr|A0A5C2GDB9|A0A5C2GDB9_HUMAN,bmy_18944T0,70.370,81,3.01e-37,121
8093,tr|A0A5C2GDC1|A0A5C2GDC1_HUMAN,bmy_09039T0,59.615,104,3.21e-37,125
8094,tr|A0A5C2GDC2|A0A5C2GDC2_HUMAN,bmy_22661T0,46.429,112,6.52e-29,105
8095,tr|A0A5C2GDC4|A0A5C2GDC4_HUMAN,bmy_22671T0,65.934,91,3.92e-40,128
8096,tr|A0A5C2GDC5|A0A5C2GDC5_HUMAN,bmy_22671T0,65.934,91,3.09e-39,125
8097,tr|A0A5C2GDC9|A0A5C2GDC9_HUMAN,bmy_21740T0,64.130,92,2.68e-36,129
8098,tr|A0A5C2GDD0|A0A5C2GDD0_HUMAN,bmy_18944T0,71.605,81,1.05e-37,122
8099,tr|A0A5C2GDD3|A0A5C2GDD3_HUMAN,bmy_09038T0,73.333,105,7.05e-51,157
8100,tr|A0A5C2GDD4|A0A5C2GDD4_HUMAN,bmy_18944T0,66.667,81,3.85e-36,118
8101,tr|A0A5C2GDD8|A0A5C2GDD8_HUMAN,bmy_22659T0,50.000,98,2.53e-30,104
8102,tr|A0A5C2GDE0|A0A5C2GDE0_HUMAN,bmy_22659T0,50.505,99,2.43e-29,102
8103,tr|A0A5C2GDE2|A0A5C2GDE2_HUMAN,bmy_22661T0,53.608,97,2.29e-34,119
8104,tr|A0A5C2GDE3|A0A5C2GDE3_HUMAN,bmy_18944T0,74.118,85,2.14e-40,129
8105,tr|A0A5C2GDE4|A0A5C2GDE4_HUMAN,bmy_18944T0,74.118,85,5.25e-41,130
8106,tr|A0A5C2GDE5|A0A5C2GDE5_HUMAN,bmy_22659T0,48.421,95,1.85e-27,97.1
8107,tr|A0A5C2GDF0|A0A5C2GDF0_HUMAN,bmy_18944T0,76.471,85,1.53e-39,127
8108,tr|A0A5C2GDF1|A0A5C2GDF1_HUMAN,bmy_18944T0,69.136,81,3.21e-37,121
8109,tr|A0A5C2GDF2|A0A5C2GDF2_HUMAN,bmy_22102T0,52.525,99,3.12e-34,115
8110,tr|A0A5C2GDF3|A0A5C2GDF3_HUMAN,bmy_22659T0,52.041,98,8.19e-33,110
8111,tr|A0A5C2GDF4|A0A5C2GDF4_HUMAN,bmy_18944T0,58.333,84,6.93e-31,105
8112,tr|A0A5C2GDF8|A0A5C2GDF8_HUMAN,bmy_18944T0,66.667,84,8.01e-37,120
8113,tr|A0A5C2GDG1|A0A5C2GDG1_HUMAN,bmy_09038T0,62.500,104,2.88e-39,128
8114,tr|A0A5C2GDG2|A0A5C2GDG2_HUMAN,bmy_22659T0,75.000,100,4.06e-50,154
8115,tr|A0A5C2GDG4|A0A5C2GDG4_HUMAN,bmy_18944T0,70.238,84,3.24e-39,126
8116,tr|A0A5C2GDG5|A0A5C2GDG5_HUMAN,bmy_22661T0,44.792,96,3.13e-25,95.5
8117,tr|A0A5C2GDG6|A0A5C2GDG6_HUMAN,bmy_22661T0,46.154,117,3.22e-35,121
8118,tr|A0A5C2GDH1|A0A5C2GDH1_HUMAN,bmy_22731T0,67.368,95,1.37e-41,132
8119,tr|A0A5C2GDH2|A0A5C2GDH2_HUMAN,bmy_09039T0,61.165,103,7.92e-38,126
8120,tr|A0A5C2GDH3|A0A5C2GDH3_HUMAN,bmy_21734T0,67.778,90,2.08e-36,125
8121,tr|A0A5C2GDH4|A0A5C2GDH4_HUMAN,bmy_22659T0,53.608,97,1.49e-31,107
8122,tr|A0A5C2GDH6|A0A5C2GDH6_HUMAN,bmy_22659T0,50.000,96,1.26e-28,100
8123,tr|A0A5C2GDH9|A0A5C2GDH9_HUMAN,bmy_22661T0,70.909,110,6.02e-52,164
8124,tr|A0A5C2GDI0|A0A5C2GDI0_HUMAN,bmy_18944T0,65.432,81,4.84e-35,115
8125,tr|A0A5C2GDI1|A0A5C2GDI1_HUMAN,bmy_21734T0,71.569,102,3.91e-44,145
8126,tr|A0A5C2GDI2|A0A5C2GDI2_HUMAN,bmy_22659T0,53.061,98,1.07e-30,105
8127,tr|A0A5C2GDI4|A0A5C2GDI4_HUMAN,bmy_22731T0,75.269,93,1.19e-46,145
8128,tr|A0A5C2GDI7|A0A5C2GDI7_HUMAN,bmy_21401T0,68.687,99,2.10e-40,133
8129,tr|A0A5C2GDI8|A0A5C2GDI8_HUMAN,bmy_21734T0,61.538,91,4.10e-31,111
8130,tr|A0A5C2GDJ2|A0A5C2GDJ2_HUMAN,bmy_22661T0,52.525,99,3.20e-31,110
8131,tr|A0A5C2GDJ3|A0A5C2GDJ3_HUMAN,bmy_21734T0,72.826,92,8.86e-42,139
8132,tr|A0A5C2GDJ5|A0A5C2GDJ5_HUMAN,bmy_18944T0,59.259,81,4.21e-28,98.2
8133,tr|A0A5C2GDJ7|A0A5C2GDJ7_HUMAN,bmy_18944T0,77.647,85,3.14e-43,136
8134,tr|A0A5C2GDJ8|A0A5C2GDJ8_HUMAN,bmy_22659T0,47.917,96,9.35e-27,95.5
8135,tr|A0A5C2GDJ9|A0A5C2GDJ9_HUMAN,bmy_22659T0,75.258,97,3.65e-48,149
8136,tr|A0A5C2GDK0|A0A5C2GDK0_HUMAN,bmy_22661T0,77.551,98,2.07e-50,160
8137,tr|A0A5C2GDK1|A0A5C2GDK1_HUMAN,bmy_18944T0,84.706,85,5.24e-48,148
8138,tr|A0A5C2GDK3|A0A5C2GDK3_HUMAN,bmy_18944T0,85.882,85,2.98e-48,149
8139,tr|A0A5C2GDK5|A0A5C2GDK5_HUMAN,bmy_18944T0,68.235,85,6.64e-38,123
8140,tr|A0A5C2GDK6|A0A5C2GDK6_HUMAN,bmy_21734T0,69.565,92,1.10e-37,129
8141,tr|A0A5C2GDK7|A0A5C2GDK7_HUMAN,bmy_09038T0,60.577,104,2.10e-36,120
8142,tr|A0A5C2GDK8|A0A5C2GDK8_HUMAN,bmy_22659T0,73.958,96,8.75e-49,151
8143,tr|A0A5C2GDK9|A0A5C2GDK9_HUMAN,bmy_22659T0,45.361,97,8.73e-27,95.5
8144,tr|A0A5C2GDL0|A0A5C2GDL0_HUMAN,bmy_18944T0,75.000,88,2.65e-39,126
8145,tr|A0A5C2GDL6|A0A5C2GDL6_HUMAN,bmy_18944T0,59.524,84,1.24e-33,112
8146,tr|A0A5C2GDL8|A0A5C2GDL8_HUMAN,bmy_22659T0,73.196,97,1.43e-47,148
8147,tr|A0A5C2GDL9|A0A5C2GDL9_HUMAN,bmy_18944T0,64.286,84,5.73e-35,115
8148,tr|A0A5C2GDM0|A0A5C2GDM0_HUMAN,bmy_09038T0,53.846,104,1.50e-31,108
8149,tr|A0A5C2GDM2|A0A5C2GDM2_HUMAN,bmy_22659T0,49.485,97,1.06e-28,100
8150,tr|A0A5C2GDM3|A0A5C2GDM3_HUMAN,bmy_09038T0,75.238,105,2.36e-51,158
8151,tr|A0A5C2GDN1|A0A5C2GDN1_HUMAN,bmy_22659T0,76.000,100,1.89e-51,157
8152,tr|A0A5C2GDN4|A0A5C2GDN4_HUMAN,bmy_09038T0,60.377,106,5.26e-38,125
8153,tr|A0A5C2GDN6|A0A5C2GDN6_HUMAN,bmy_18944T0,60.714,84,2.53e-32,108
8154,tr|A0A5C2GDP1|A0A5C2GDP1_HUMAN,bmy_22659T0,51.042,96,9.42e-30,102
8155,tr|A0A5C2GDP4|A0A5C2GDP4_HUMAN,bmy_22659T0,81.053,95,2.15e-52,160
8156,tr|A0A5C2GDQ0|A0A5C2GDQ0_HUMAN,bmy_18944T0,67.901,81,4.66e-36,118
8157,tr|A0A5C2GDQ1|A0A5C2GDQ1_HUMAN,bmy_18944T0,62.963,81,1.21e-33,112
8158,tr|A0A5C2GDQ4|A0A5C2GDQ4_HUMAN,bmy_21401T0,68.367,98,2.61e-43,141
8159,tr|A0A5C2GDQ5|A0A5C2GDQ5_HUMAN,bmy_22661T0,90.816,98,7.67e-60,184
8160,tr|A0A5C2GDQ9|A0A5C2GDQ9_HUMAN,bmy_22671T0,65.934,91,4.73e-38,123
8161,tr|A0A5C2GDR0|A0A5C2GDR0_HUMAN,bmy_18944T0,63.095,84,2.36e-33,111
8162,tr|A0A5C2GDR9|A0A5C2GDR9_HUMAN,bmy_18944T0,69.412,85,2.99e-38,124
8163,tr|A0A5C2GDS4|A0A5C2GDS4_HUMAN,bmy_09038T0,77.358,106,3.82e-52,160
8164,tr|A0A5C2GDS9|A0A5C2GDS9_HUMAN,bmy_18944T0,75.294,85,6.29e-42,133
8165,tr|A0A5C2GDT3|A0A5C2GDT3_HUMAN,bmy_22661T0,73.737,99,9.42e-47,150
